strike,oi,ltp,iv,gamma,gamma_exp
12000.0,11,20.0,0.3962208771256345,1.8265267172662687e-06,-0.0009944980986043826
13000.0,456,8.216666666666667,0.44703292624712754,1.0817521896886124e-06,-0.01242180420172026
14000.0,49,19.975,0.32785295917030377,2.604556254504493e-06,-0.0063319754998406395
15000.0,249,19.85,0.3477422669258249,2.641924849013343e-06,-0.016650607582463558
16000.0,284,2511.2875,0.2608867304579139,2.2256023510845996e-06,-0.02355522691969457
16500.0,66,2.3,0.4802,1.316786318797059e-06,-0.004345394852030295
17000.0,2985,2319.675,1.4843267407879255,5.304046633723088e-06,0.17529467387472036
18000.0,3222,1459.2250000000001,0.28655131452451277,7.424197176543362e-06,-0.315357805647066
19000.0,5446,1047.326923076923,0.16130914274181285,6.270055037298594e-06,-0.9887744390532424
19500.0,14,6660.0,5.0,5.3460092668633185e-06,0.003742206486804323
20000.0,21412,565.0115384615384,0.1565888125222116,8.522640408296e-06,-4.187295774757561
21000.0,33206,1179.8100000000002,0.7892261101856932,1.0078576223435465e-05,-12.904571000958276
22000.0,33753,1110.792857142857,0.48479114571231774,1.5816255296072713e-05,-20.698318630354418
22700.0,13908,1673.225,0.3300146087441117,4.1113299275551045e-06,-4.554698560474954
22750.0,163,1652.6999999999998,0.40580980848383114,1.514428058686752e-05,-0.056335604969780934
22800.0,2024,1628.5,0.40314408698379817,1.6306778921654498e-05,-0.2597978807755534
22850.0,143,804.7624999999999,0.2498449287253553,1.5252948013492771e-05,-0.09693726488542864
22900.0,1906,1591.4875,1.4935306204764534,1.6641215759727385e-05,-0.9480548096035328
22950.0,156,1485.6249999999998,0.24323318202914904,1.668377996737756e-05,-0.057549264731005356
23000.0,83684,1140.8583333333333,0.6983980178193148,2.2237913629976806e-05,-62.54574850513935
23050.0,142,1439.5874999999999,0.23119826700809115,1.7825534361013076e-05,-0.11773009092005673
23100.0,824,1409.3375,0.22064938386955046,1.4944218476037776e-05,-0.4350598314006052
23150.0,93,1440.5375,0.22610949951821238,1.758587205916435e-05,-0.08017014739026454
23200.0,1170,1455.475,1.4788819747653714,2.105855279160658e-05,-0.8542436933746138
23250.0,114,1389.9625,0.20681538412510708,1.5515372919548e-05,-0.1403393438110118
23300.0,2685,1365.75,0.2082418112654939,1.7247801903583585e-05,-1.6951631258374638
23350.0,111,1293.7250000000001,0.22016669419676313,2.3190269285086217e-05,-0.15105531233616037
23400.0,58834,1277.3833333333334,0.6032659632332381,1.445898185787061e-05,-2.728706618056668
23450.0,4739,1329.7166666666665,0.29202553211126814,2.590444368629401e-05,-0.09159283627247845
23500.0,51545,1304.3333333333333,0.6697662708813924,2.9229849364823853e-05,-24.922998657215068
23550.0,1528,1226.8500000000001,1.854335616067395,1.377213022239705e-05,-0.1452553931638843
23600.0,7089,1250.5249999999999,0.2767799052352859,2.7818155066278567e-05,-1.7092757939081777
