Symbol,Series,Date,PrevClose,Open,High,Low,Last,Close,Average,Volume,Turnover,NoOfTrades,Deliverable,DeliveryPercent
LT,EQ,2025-08-19,3635.10,3648.9,3654.0,3608.2,3618.00,3613.0,3626.55,1352944,4906513767.7,73994,911307.0,67.36
LT,EQ,2025-08-20,3613.00,3613.5,3619.9,3580.0,3593.00,3592.3,3594.63,1325096,4763230931.8,88284,781175.0,58.95
LT,EQ,2025-08-21,3592.30,3599.0,3648.0,3588.0,3619.50,3612.6,3619.84,1624009,5878653828.4,142344,861298.0,53.04
LT,EQ,2025-08-22,3612.60,3610.0,3634.5,3582.0,3592.00,3595.8,3602.77,1060447,3820544836.8,95017,658148.0,62.06
LT,EQ,2025-08-25,3595.80,3616.0,3617.9,3584.3,3604.40,3603.1,3597.84,980393,3527298090.5,64094,683916.0,69.76
LT,EQ,2025-08-26,3603.10,3599.0,3600.0,3531.0,3552.00,3541.3,3557.82,1787363,6359111540.5,131444,981688.0,54.92
LT,EQ,2025-08-28,3541.30,3540.0,3576.9,3537.2,3564.10,3560.1,3560.11,1695226,6035189848.2,143098,833469.0,49.17
LT,EQ,2025-08-29,3560.10,3575.6,3615.0,3540.2,3605.00,3601.0,3593.70,1678055,6030431708.5,114553,935775.0,55.77
LT,EQ,2025-09-01,3601.00,3601.0,3628.6,3581.9,3595.00,3598.4,3598.46,1094155,3937270954.1,90441,568797.0,51.99
LT,EQ,2025-09-02,3598.40,3598.4,3619.9,3560.0,3575.00,3574.9,3588.36,1230950,4417089601.1,110116,451242.0,36.66
LT,EQ,2025-09-03,3574.90,3594.0,3606.3,3560.0,3601.00,3600.8,3584.19,1314831,4712600627.2,73413,796758.0,60.6
LT,EQ,2025-09-04,3600.80,3622.9,3624.9,3572.5,3592.60,3592.6,3593.13,1434998,5156132286.2,105262,584243.0,40.71
LT,EQ,2025-09-05,3592.60,3592.8,3609.1,3549.1,3553.70,3553.6,3565.84,830812,2962540547.6,79991,400990.0,48.26
LT,EQ,2025-09-08,3553.60,3570.0,3579.9,3525.0,3532.00,3529.6,3544.50,1039999,3686277127.7,86765,538271.0,51.76
LT,EQ,2025-09-09,3529.60,3547.2,3550.0,3516.4,3527.50,3525.0,3529.28,1522116,5371978298.2,94051,739598.0,48.59
LT,EQ,2025-09-10,3525.00,3559.0,3577.4,3541.1,3556.00,3550.0,3553.11,1136732,4038937830.4,90275,636468.0,55.99
LT,EQ,2025-09-11,3550.00,3548.0,3564.7,3533.0,3542.50,3539.7,3541.53,1177793,4171194610.8,110651,461338.0,39.17
LT,EQ,2025-09-12,3539.70,3556.4,3595.4,3548.1,3579.00,3579.8,3581.99,1146873,4108090597.8,94504,663288.0,57.83
LT,EQ,2025-09-15,3579.80,3581.0,3607.0,3575.5,3588.60,3586.2,3594.53,1177076,4231040710.3,88666,719992.0,61.17
LT,EQ,2025-09-16,3586.20,3603.9,3674.0,3593.1,3670.00,3667.8,3646.40,2928060,10676878746.5,193641,1464986.0,50.03
LT,EQ,2025-09-17,3667.80,3672.0,3704.0,3662.7,3684.60,3685.5,3689.40,1610471,5941671243.9,114979,995772.0,61.83
LT,EQ,2025-09-18,3685.50,3691.0,3700.0,3672.5,3685.00,3686.0,3687.31,1270148,4683428851.1,97311,672138.0,52.92
LT,BL,2025-09-19,3540.60,3681.0,3681.0,3681.0,3681.00,3681.0,3681.00,271223,998371863.0,1,,
LT,EQ,2025-09-19,3686.00,3679.0,3705.0,3671.0,3684.00,3675.4,3681.61,2227521,8200861020.5,109853,1698619.0,76.26
LT,EQ,2025-09-22,3675.40,3693.6,3693.6,3633.9,3645.90,3644.5,3656.59,839430,3069450140.7,58734,480226.0,57.21
LT,EQ,2025-09-23,3644.50,3646.9,3673.5,3613.2,3660.00,3657.6,3649.80,1262120,4606489164.5,80055,506329.0,40.12
LT,EQ,2025-09-24,3657.60,3657.6,3709.2,3637.1,3674.20,3673.8,3683.93,1745130,6428942601.1,104811,896476.0,51.37
LT,EQ,2025-09-25,3673.80,3684.0,3704.0,3635.7,3650.00,3644.4,3661.64,1999071,7319870218.3,120159,1062082.0,53.13
LT,EQ,2025-09-26,3644.40,3664.0,3794.9,3661.0,3743.00,3729.5,3741.34,5870301,21962819514.9,278037,2857571.0,48.68
LT,EQ,2025-09-29,3729.50,3738.0,3740.0,3679.6,3704.30,3688.4,3700.40,2599630,9619661207.1,155433,1483724.0,57.07
LT,EQ,2025-09-30,3688.40,3695.0,3696.6,3648.0,3665.30,3659.0,3662.67,1676302,6139742188.7,147074,1029130.0,61.39
LT,EQ,2025-10-01,3659.00,3658.9,3688.0,3615.0,3685.00,3670.3,3656.15,2005028,7330684925.6,130858,1193741.0,59.54
LT,EQ,2025-10-03,3670.30,3690.0,3746.0,3666.3,3742.90,3733.1,3701.79,1959124,7252260366.0,113550,1261279.0,64.38
LT,EQ,2025-10-06,3733.10,3720.0,3767.0,3703.0,3745.10,3737.0,3742.06,1581506,5918083899.3,109875,936248.0,59.2
LT,BL,2025-10-07,3681.00,3740.0,3740.0,3740.0,3740.00,3740.0,3740.00,72035,269410900.0,1,,
LT,EQ,2025-10-07,3737.00,3748.0,3766.0,3725.0,3730.50,3729.7,3740.08,1673945,6260695648.3,97367,820642.0,49.02
LT,BL,2025-10-08,3740.00,3749.0,3749.0,3749.0,3749.00,3749.0,3749.00,72034,270055466.0,1,,
LT,EQ,2025-10-08,3729.70,3730.0,3760.0,3715.0,3728.00,3729.8,3737.53,1424633,5324607989.3,97577,836552.0,58.72
LT,EQ,2025-10-09,3729.80,3735.5,3796.4,3730.1,3764.10,3769.2,3769.21,1827249,6887282091.0,102873,907664.0,49.67
LT,EQ,2025-10-10,3769.20,3765.0,3799.0,3760.0,3779.00,3784.0,3786.11,1129678,4277079829.5,77989,621407.0,55.01
LT,EQ,2025-10-13,3784.00,3780.0,3784.0,3745.0,3765.50,3769.5,3764.19,1191248,4484088111.6,95051,582524.0,48.9
LT,EQ,2025-10-14,3769.50,3775.0,3786.8,3730.2,3736.00,3744.3,3753.88,1364583,5122480119.4,111937,641852.0,47.04
LT,EQ,2025-10-15,3744.30,3747.0,3843.9,3744.3,3823.60,3828.7,3822.77,2575918,9847145842.8,140670,1650837.0,64.09
LT,EQ,2025-10-16,3828.70,3830.3,3885.9,3830.0,3862.00,3861.8,3862.85,2330283,9001539845.1,188365,1464465.0,62.84
LT,EQ,2025-10-17,3861.80,3860.0,3869.5,3830.1,3838.00,3839.4,3848.44,1337364,5146771465.4,90733,754551.0,56.42
LT,EQ,2025-10-20,3839.40,3862.0,3887.6,3845.4,3872.00,3872.7,3869.95,1223232,4733841332.7,137333,536337.0,43.85
LT,EQ,2025-10-21,3872.70,3892.0,3895.0,3877.2,3887.00,3888.2,3888.65,260327,1012320055.6,20939,156908.0,60.28
LT,EQ,2025-10-23,3888.20,3890.0,3966.2,3890.0,3916.00,3918.7,3935.74,2815778,11082169549.7,195910,1491493.0,52.97
LT,EQ,2025-10-24,3918.70,3929.3,3939.9,3897.5,3905.00,3904.9,3917.19,1146636,4491587430.6,117912,530105.0,46.23
LT,EQ,2025-10-27,3904.90,3912.0,3948.0,3907.0,3921.70,3923.8,3929.55,1057688,4156235571.8,74849,623201.0,58.92
LT,EQ,2025-10-28,3923.80,3922.1,3986.0,3917.3,3981.60,3972.8,3954.06,3391806,13411395778.4,166102,1690854.0,49.85
LT,EQ,2025-10-29,3972.80,3988.0,4016.7,3920.0,3957.30,3958.1,3960.74,2563641,10153914748.7,131435,1287777.0,50.23
LT,EQ,2025-10-30,3958.10,3980.0,4062.6,3975.6,3989.40,3987.5,4018.51,4959400,19929380105.2,314012,2206390.0,44.49
LT,EQ,2025-10-31,3987.50,4001.1,4045.9,3980.2,4028.00,4030.9,4024.92,2328183,9370742553.4,173498,1469636.0,63.12
LT,EQ,2025-11-03,4030.90,4030.0,4041.0,3974.9,3980.90,3980.5,4004.50,1154072,4621486438.2,119302,678636.0,58.8
LT,EQ,2025-11-04,3980.50,3985.0,3990.0,3916.8,3925.00,3924.4,3938.35,2042881,8045586217.1,120854,1193640.0,58.43
LT,EQ,2025-11-06,3924.40,3945.0,3978.0,3872.1,3893.00,3881.6,3905.55,1749063,6831060755.1,199865,831032.0,47.51
LT,EQ,2025-11-07,3881.60,3877.1,3892.9,3831.1,3882.10,3882.5,3866.22,1577294,6098158162.8,88564,982949.0,62.32
LT,EQ,2025-11-10,3882.50,3895.0,3943.8,3894.0,3916.80,3918.5,3926.38,1397176,5485845784.9,112929,804202.0,57.56
LT,EQ,2025-11-11,3918.50,3929.0,3966.8,3897.0,3954.00,3955.0,3943.73,1775462,7001938505.5,91807,923586.0,52.02
LT,EQ,2025-11-12,3955.00,3970.0,3973.8,3936.9,3955.00,3954.6,3952.55,981350,3878837240.1,61125,671317.0,68.41
LT,EQ,2025-11-13,3954.60,3954.6,4022.9,3925.6,4005.00,4002.5,3993.68,1834962,7328246306.3,100532,1197533.0,65.26
LT,EQ,2025-11-14,4002.50,4002.0,4011.5,3971.6,4004.00,4004.4,3994.47,1916910,7657038797.5,108120,1379792.0,71.98
